clade_name	PD_1P_profile	PD_2P_profile	PD_3P_profile	PD_4P_profile	PD_5P_profile	PD_6P_profile	PD_7P_profile	PD_8P_profile	PD_9P_profile	PD_10P_profile	PD_11P_profile	PD_12P_profile	PD_13P_profile	PD_14P_profile	PD_15P_profile	PD_16P_profile	PD_25P_profile	PD_26P_profile	PD_27P_profile	PD_28P_profile	PD_29P_profile	PD_30P_profile	PD_31P_profile	PD_32P_profile	PD_33P_profile	PD_34P_profile	PD_35P_profile	PD_36P_profile	PD_38P_profile	PD_39P_profile	PD_40P_profile	PD_41P_profile	PD_42P_profile	PD_43P_profile	PD_44P_profile	PD_45P_profile	PD_46P_profile	PD_47P_profile	PD_48P_profile	PD_50P_profile	PD_51P_profile	PD_52P_profile	PD_53P_profile	PD_54P_profile	PD_55P_profile	PD_56P_profile	PD_57P_profile	PD_58P_profile	PD_59P_profile	PD_60P_profile	PD_63P_profile	PD_64P_profile	PD_65P_profile	PD_66P_profile	PD_70P_profile	PD_73P_profile	PD_74P_profile	PD_75P_profile	PD_76P_profile	PD_77P_profile	PD_78P_profile	PD_79S_profile	PD_81P_profile	PD_82P_profile	PD_83P_profile	PD_84P_profile	PD_100P_profile	PD_104P_profile	PD_105P_profile	PD_107P_profile	PD_108S_profile	PD_109S_profile	PD_110S_profile	PD_111P_profile	PD_112S_profile	PD_113P_profile	PD_114P_profile	PD_115S_profile	PD_116P_profile	PD_117_profile	PD_118_profile	PD_119P_profile	PD_120S_profile	PD_121S_profile	PD_122S_profile	PD_123P_profile	PD_126P_profile	PD_127S_profile	PD_128S_profile	PD_129P_profile	PD_130S_profile	PD_131P_profile	PD_134S_profile	PD_137P_profile	PD_138S_profile	PD_140S_profile	PD_141P_profile	PD_142S_profile	PD_145P_profile	PD_146S_profile	PD_147_profile	PD_148P_profile	PD_149S_profile	PD_150P_profile	PD_151S_profile	PD_152P_profile	PD_153S_profile	PD_156P_profile	PD_157S_profile	PD_158P_profile	PD_159S_profile	PD_160P_profile	PD_161S_profile	PD_162P_profile	PD_163S_profile	PD_164P_profile	PD_165S_profile	PD_166_profile	PD_167P_profile	PD_169P_profile	PD_170S_profile	PD_171P_profile	PD_172S_profile	PD_173P_profile	PD_174S_profile	PD_175P_profile	PD_176S_profile	PD_177P_profile	PD_178S_profile	PD_179P_profile	PD_180S_profile	PD_181P_profile	PD_182S_profile	PD_183P_profile	PD_184S_profile	PD_188S_profile	PD_189P_profile	PD_190S_profile	PD_191P_profile	PD_192S_profile	PD_193P_profile	PD_194S_profile	PD_195_profile	PD_196_profile	PD_197_profile	PD_198_profile	PD_199P_profile	PD_200S_profile	PD_203_profile	PD_204_profile	PD_205P_profile	PD_206S_profile	PD_207P_profile	PD_208S_profile	PD_209P_profile	PD_210S_profile	PD_211P_profile	PD_212S_profile	PD_213S_profile	PD_214S_profile	PD_215S_profile	PD_216S_profile	PD_217P_profile	PD_218S_profile	PD_221P_profile	PD_222S_profile	PD_223P_profile	PD_224S_profile	PD_225P_profile	PD_226S_profile	PD_227P_profile	PD_228S_profile	PD_229P_profile	PD_230S_profile	PD_231P_profile	PD_232S_profile
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudolachnospira	0	0	2535	0	0	0	0	0	0	0	0	0	0	2829	2831	0	2452	0	0	0	0	0	0	0	0	0	0	0	2448	0	0	0	0	0	0	0	0	2624	0	0	5735	0	0	0	0	2472	2877	0	0	0	9628	0	0	2481	3270	0	0	2509	0	0	0	2642	0	2765	0	0	0	0	0	0	2864	0	0	2497	0	0	3958	0	0	0	0	4868	3191	0	2379	0	0	0	0	0	0	0	2584	0	0	6729	2618	0	0	0	0	3084	0	0	8201	3765	0	0	0	0	0	0	0	0	0	0	3492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3143	2448	0	0	0	4894	0	0	0	0	0	0	2554	0	0	0	0	2604	0	0	0	0	0	0	0	0	0	0	0	0	2747	0	5102	0	2712	0	0	0	8199	2559
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudolachnospira;s__Pseudolachnospira sp022867805	0	0	2535	0	0	0	0	0	0	0	0	0	0	2829	2831	0	2452	0	0	0	0	0	0	0	0	0	0	0	2448	0	0	0	0	0	0	0	0	2624	0	0	5735	0	0	0	0	2472	2877	0	0	0	9628	0	0	2481	3270	0	0	2509	0	0	0	2642	0	2765	0	0	0	0	0	0	2864	0	0	2497	0	0	3958	0	0	0	0	4868	3191	0	2379	0	0	0	0	0	0	0	2584	0	0	6729	2618	0	0	0	0	3084	0	0	8201	3765	0	0	0	0	0	0	0	0	0	0	3492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3143	2448	0	0	0	4894	0	0	0	0	0	0	2554	0	0	0	0	2604	0	0	0	0	0	0	0	0	0	0	0	0	2747	0	5102	0	2712	0	0	0	8199	2559
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pullilachnospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13973	0	0	0	6165	0	0	0	0	5984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pullilachnospira;s__Pullilachnospira stercoravium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13973	0	0	0	6165	0	0	0	0	5984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pullilachnospira_A	0	6511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4729	0	0	0	0	0	0	0	0	7828	0	0	0	4533	0	0	0	0	0	0	4566	0	0	0	0	0	0	0	0	0	0	0	0	0	4619	0	0	0	0	0	0	0	0	0	0	0	0	0	4780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pullilachnospira_A;s__Pullilachnospira_A gallistercoris	0	6511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4729	0	0	0	0	0	0	0	0	7828	0	0	0	4533	0	0	0	0	0	0	4566	0	0	0	0	0	0	0	0	0	0	0	0	0	4619	0	0	0	0	0	0	0	0	0	0	0	0	0	4780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia	6889	26216	75322	41558	18392	17358	9106	11496	6478	6511	0	22122	17325	30151	39043	23545	28823	0	16358	5929	0	14091	13774	14889	7910	6423	6400	0	35690	0	10184	10894	16810	23107	8783	27440	0	0	18978	0	75682	7300	15133	10981	15303	30034	53926	14941	7664	11698	9458	32110	0	31045	0	8150	8071	30861	0	21585	0	6220	0	31412	0	13561	7523	43977	5954	0	40918	42897	86217	22053	0	0	0	12707	84660	18773	23655	13770	7815	25514	6058	0	27761	49961	35848	0	24857	0	21600	30169	224478	38775	0	21537	62936	17595	84281	31138	14500	9083	83115	0	42320	20709	9912	211726	22955	36244	0	31172	57220	16892	47688	73320	9155	37206	40155	115966	32853	18603	0	5555	53182	11287	174196	215283	51080	5904	0	43645	100005	33390	13046	17985	0	0	147577	15631	11413	149519	13561	32964	0	39535	55218	26920	27487	112346	16243	0	13343	47610	0	0	66247	40583	69107	0	0	0	34218	107140	9339	317178	64362	76859	83952	51413	26211	0	44343	12749
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	0	8286	9419	9027	9261	0	0	11496	6478	6511	0	7014	10707	0	7591	5777	9186	0	7809	5929	0	0	7728	7052	7910	6423	0	0	17587	0	10184	10894	10143	7302	8783	11288	0	0	8002	0	75682	7300	7891	0	0	6104	0	7415	7664	6045	0	8156	0	14134	0	0	0	16363	0	5468	0	0	0	8164	0	5570	7523	10899	0	0	6444	35616	29818	11760	0	0	0	0	8907	9704	8447	6132	7815	7760	0	0	21677	40415	5858	0	5751	0	21600	12893	7582	0	0	13610	53995	10246	9855	12987	8134	9083	6608	0	42320	0	9912	20991	22955	0	0	6047	29212	8420	7228	16832	9155	26831	9040	11050	8738	8059	0	5555	10434	11287	31627	0	16334	0	0	36238	66756	6661	13046	0	0	0	8281	7552	11413	24466	7161	14518	0	0	10188	7625	19695	58066	8611	0	6638	14901	0	0	7041	0	38006	0	0	0	12121	25790	9339	16508	8326	25736	0	7331	7657	0	8554	0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	0	10957	9943	6174	9131	9720	0	0	0	0	0	7811	0	17414	18683	8882	19637	0	0	0	0	0	0	0	0	0	0	0	8692	0	0	0	0	15805	0	9318	0	0	10976	0	0	0	7242	10981	7382	15081	47188	7526	0	0	9458	8171	0	10353	0	8150	8071	7124	0	6965	0	6220	0	11640	0	0	0	0	0	0	13976	0	40562	0	0	0	0	6650	61121	0	7792	7638	0	0	6058	0	0	0	0	0	0	0	0	10629	208971	17007	0	7927	8941	0	66060	18151	0	0	57660	0	0	14623	0	131341	0	8927	0	0	10146	8472	13735	45573	0	10375	9751	46641	0	10544	0	0	9992	0	133111	215283	34746	0	0	0	0	19356	0	10238	0	0	99242	0	0	83272	0	11292	0	27536	10226	6626	0	46105	7632	0	0	19099	0	0	59206	32325	22716	0	0	0	22097	67791	0	244445	43652	36301	83952	7894	0	0	26864	12749
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans	6889	6973	55960	26357	0	7638	9106	0	0	0	0	7297	6618	12737	12769	8886	0	0	8549	0	0	6911	6046	7837	0	0	6400	0	9411	0	0	0	6667	0	0	6834	0	0	0	0	0	0	0	0	7921	8849	6738	0	0	0	0	10350	0	6558	0	0	0	7374	0	9152	0	0	0	11608	0	7991	0	33078	5954	0	20498	7281	15837	10293	0	0	0	6057	14632	9069	7416	0	0	11073	0	0	6084	6855	29990	0	19106	0	0	6647	7925	21768	0	0	0	7349	8366	0	0	0	13163	0	0	6086	0	59394	0	16084	0	21348	17862	0	26725	10915	0	0	12761	35919	16046	0	0	0	32756	0	9458	0	0	5904	0	7407	33249	7373	0	7747	0	0	40054	8079	0	41781	6400	7154	0	11999	29603	8060	7792	8175	0	0	6705	13610	0	0	0	8258	8385	0	0	0	0	13559	0	56225	12384	9896	0	36188	18554	0	8925	0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp019421345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp900550935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11233	0	0	0	0	0	0	0	0	8603	17194	8069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp900753715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5653	0	5433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5201	4609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp900756925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3777	0	0	0	0	0	0	0	5162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4926	0	0	0	0	0	0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp905206195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp944380515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_B	0	0	0	5626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4661	0	0	0	0	0	6169	0	0	0	0	0	0	0	0	0	13819	0	7637	0	8918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9083	0	0	0	0	5654	0	0	0	0	0	0	4816	0	0	0	0	5581	0	0	4594	6937	0	0	0	5099	6470	0	0	0	0	0	0	0	0	0	4522	0	0	0	0	0	5311	0	0	0	0	0	0	5080	6644	0	0	0	0	0	0	0	5758	0	6175	0	7258	0	0	0	0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_B;s__Roseburia_B zhanii	0	0	0	5626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4661	0	0	0	0	0	6169	0	0	0	0	0	0	0	0	0	13819	0	7637	0	8918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9083	0	0	0	0	5654	0	0	0	0	0	0	4816	0	0	0	0	5581	0	0	4594	6937	0	0	0	5099	6470	0	0	0	0	0	0	0	0	0	4522	0	0	0	0	0	5311	0	0	0	0	0	0	5080	6644	0	0	0	0	0	0	0	5758	0	6175	0	7258	0	0	0	0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_C	0	0	5947	35957	0	19393	0	4930	0	0	0	0	6080	0	9711	71389	0	0	34974	0	0	0	0	6063	0	8884	0	0	7698	0	0	0	0	13469	0	0	0	0	0	0	4511	0	5632	0	0	10264	0	0	0	0	0	25965	0	0	0	0	0	0	49911	6054	0	0	0	0	0	0	0	0	0	0	5798	0	0	0	0	0	0	0	0	5936	0	0	5825	0	0	0	0	6558	0	0	0	0	6266	46110	0	0	0	0	0	0	0	37928	0	0	17099	18581	4653	0	0	21825	19675	0	0	0	46324	0	0	0	28411	0	5723	21505	0	0	0	0	26177	4817	0	0	0	0	0	0	43456	9685	0	12125	0	0	0	7991	4264	0	0	3513	0	20064	8428	0	0	11152	0	0	4311	0	0	0	0	0	15298	0	0	0	6424	7559	5757	0	0	0	66320	6510	0	0	5122	0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_C;s__Roseburia_C amylophila	0	0	5947	35957	0	19393	0	4930	0	0	0	0	6080	0	9711	71389	0	0	34974	0	0	0	0	6063	0	8884	0	0	7698	0	0	0	0	13469	0	0	0	0	0	0	4511	0	5632	0	0	10264	0	0	0	0	0	25965	0	0	0	0	0	0	49911	6054	0	0	0	0	0	0	0	0	0	0	5798	0	0	0	0	0	0	0	0	5936	0	0	5825	0	0	0	0	6558	0	0	0	0	6266	46110	0	0	0	0	0	0	0	37928	0	0	17099	18581	4653	0	0	21825	19675	0	0	0	46324	0	0	0	28411	0	5723	21505	0	0	0	0	26177	4817	0	0	0	0	0	0	43456	9685	0	12125	0	0	0	7991	4264	0	0	3513	0	20064	8428	0	0	11152	0	0	4311	0	0	0	0	0	15298	0	0	0	6424	7559	5757	0	0	0	66320	6510	0	0	5122	0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_D	0	6821	0	0	6234	0	0	0	0	9060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6081	0	0	0	8747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5379	0	0	17950	0	0	0	0	0	0	0	9489	7083	0	0	0	0	0	5604	0	0	0	0	0	0	0	0	0	0	8035	0	0	0	24449	0	11165	5896	0	10133	0	9825	0	0	0	0	0	0	0	11585	7999	0	0	0	0	0	7391	0	7758	0	0	0	6985	0	10678	0	0	0	0	0	0	0	12506	0	0	0	0	0	9850	0	0	0	0	0	19308	0	0	0	0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_D;s__Roseburia_D yibonii	0	6821	0	0	6234	0	0	0	0	9060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6081	0	0	0	8747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5379	0	0	17950	0	0	0	0	0	0	0	9489	7083	0	0	0	0	0	5604	0	0	0	0	0	0	0	0	0	0	8035	0	0	0	24449	0	11165	5896	0	10133	0	9825	0	0	0	0	0	0	0	11585	7999	0	0	0	0	0	7391	0	7758	0	0	0	6985	0	10678	0	0	0	0	0	0	0	12506	0	0	0	0	0	9850	0	0	0	0	0	19308	0	0	0	0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B	0	0	10591	0	0	0	99742	0	0	0	0	0	62295	15590	6840	0	7267	0	0	0	269766	0	40476	0	0	0	8190	0	5206	0	6542	0	0	7522	8769	0	0	0	0	0	18115	0	0	5727	7626	0	60550	0	0	5483	6244	0	0	5887	155015	0	0	0	58241	0	0	0	0	0	0	0	0	7047	0	0	0	0	0	14627	0	23462	30647	0	0	5801	0	7375	0	0	5902	8512	0	6558	0	17114	5894	271472	0	0	0	0	10196	58300	0	0	0	11243	0	6776	0	0	0	48222	0	0	6387	5436	0	0	9617	0	0	0	12469	0	0	0	0	0	0	0	0	0	0	7194	9909	0	0	7502	0	0	0	0	0	0	0	0	0	6997	109448	9026	0	0	13708	0	65170	0	0	0	3964	0	0	0	0	0	0	0	0	0	0	0	0	0	7805	0	14599	0	6780	7097	0	0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus	0	0	10591	0	0	0	99742	0	0	0	0	0	62295	15590	6840	0	7267	0	0	0	269766	0	40476	0	0	0	8190	0	5206	0	6542	0	0	7522	8769	0	0	0	0	0	18115	0	0	5727	7626	0	60550	0	0	5483	6244	0	0	5887	155015	0	0	0	50357	0	0	0	0	0	0	0	0	7047	0	0	0	0	0	14627	0	23462	30647	0	0	5801	0	7375	0	0	5902	8512	0	6558	0	17114	5894	271472	0	0	0	0	10196	58300	0	0	0	11243	0	6776	0	0	0	48222	0	0	6387	5436	0	0	9617	0	0	0	6904	0	0	0	0	0	0	0	0	0	0	7194	9909	0	0	7502	0	0	0	0	0	0	0	0	0	6997	109448	9026	0	0	13708	0	65170	0	0	0	3964	0	0	0	0	0	0	0	0	0	0	0	0	0	7805	0	14599	0	6780	7097	0	0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B sp900544395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6977	5674	0	0	0	0	0	0	0	0	4952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
